
Particle 1 points: 
[2.414951, 2.378875, 2.278913, 2.137963, 1.988317, 1.864256, 1.794201, 1.794201, 1.864256, 1.988317, 2.137963, 2.278913, 2.378875, 
2.770918, 2.694069, 2.481125, 2.180870, 1.862089, 1.597810, 1.448577, 1.448577, 1.597810, 1.862089, 2.180870, 2.481125, 2.694069, 
3.013942, 2.909255, 2.619178, 2.210164, 1.775912, 1.415905, 1.212616, 1.212616, 1.415905, 1.775912, 2.210164, 2.619178, 2.909255, 
3.100000, 2.985456, 2.668065, 2.220537, 1.745395, 1.351489, 1.129058, 1.129058, 1.351489, 1.745395, 2.220537, 2.668065, 2.985456, 
3.013942, 2.909255, 2.619178, 2.210164, 1.775912, 1.415905, 1.212616, 1.212616, 1.415905, 1.775912, 2.210164, 2.619178, 2.909255, 
2.770918, 2.694069, 2.481125, 2.180870, 1.862089, 1.597810, 1.448577, 1.448577, 1.597810, 1.862089, 2.180870, 2.481125, 2.694069, 
2.414951, 2.378875, 2.278913, 2.137963, 1.988317, 1.864256, 1.794201, 1.794201, 1.864256, 1.988317, 2.137963, 2.278913, 2.378875, 
], [0.000000, 0.146365, 0.259200, 0.312655, 0.294484, 0.208851, 0.075373, -0.075373, -0.208851, -0.294484, -0.312655, -0.259200, -0.146365, 
0.000000, 0.311791, 0.552155, 0.666027, 0.627320, 0.444901, 0.160561, -0.160561, -0.444901, -0.627320, -0.666027, -0.552155, -0.311791, 
0.000000, 0.424730, 0.752159, 0.907278, 0.854550, 0.606056, 0.218721, -0.218721, -0.606056, -0.854550, -0.907278, -0.752159, -0.424730, 
0.000000, 0.464723, 0.822984, 0.992709, 0.935016, 0.663123, 0.239316, -0.239316, -0.663123, -0.935016, -0.992709, -0.822984, -0.464723, 
0.000000, 0.424730, 0.752159, 0.907278, 0.854550, 0.606056, 0.218721, -0.218721, -0.606056, -0.854550, -0.907278, -0.752159, -0.424730, 
0.000000, 0.311791, 0.552155, 0.666027, 0.627320, 0.444901, 0.160561, -0.160561, -0.444901, -0.627320, -0.666027, -0.552155, -0.311791, 
0.000000, 0.146365, 0.259200, 0.312655, 0.294484, 0.208851, 0.075373, -0.075373, -0.208851, -0.294484, -0.312655, -0.259200, -0.146365, 
], [-0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, 
-0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, 
-0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 
0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 
0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 
]

 Particle 1 charge data: 
[-0.073364, -0.064990, -0.041787, -0.009069, 0.025671, 0.054477, 0.070749, 0.070749, 0.054477, 0.025671, -0.009069, -0.041787, -0.064990, 
-0.155992, -0.138154, -0.088725, -0.019029, 0.054980, 0.116411, 0.151225, 0.151225, 0.116411, 0.054980, -0.019029, -0.088725, -0.138154, 
-0.212405, -0.188104, -0.120770, -0.025829, 0.074998, 0.158878, 0.207292, 0.207292, 0.158878, 0.074998, -0.025829, -0.120770, -0.188104, 
-0.232384, -0.205793, -0.132117, -0.028237, 0.082090, 0.174025, 0.228463, 0.228463, 0.174025, 0.082090, -0.028237, -0.132117, -0.205793, 
-0.212405, -0.188104, -0.120770, -0.025829, 0.074998, 0.158878, 0.207292, 0.207292, 0.158878, 0.074998, -0.025829, -0.120770, -0.188104, 
-0.155992, -0.138154, -0.088725, -0.019029, 0.054980, 0.116411, 0.151225, 0.151225, 0.116411, 0.054980, -0.019029, -0.088725, -0.138154, 
-0.073364, -0.064990, -0.041787, -0.009069, 0.025671, 0.054477, 0.070749, 0.070749, 0.054477, 0.025671, -0.009069, -0.041787, -0.064990, 
]

Particle 2 points: 
[0.314951, 0.278875, 0.178913, 0.037963, -0.111683, -0.235744, -0.305799, -0.305799, -0.235744, -0.111683, 0.037963, 0.178913, 0.278875, 
0.670918, 0.594069, 0.381125, 0.080870, -0.237911, -0.502190, -0.651423, -0.651423, -0.502190, -0.237911, 0.080870, 0.381125, 0.594069, 
0.913942, 0.809255, 0.519178, 0.110164, -0.324088, -0.684095, -0.887384, -0.887384, -0.684095, -0.324088, 0.110164, 0.519178, 0.809255, 
1.000000, 0.885456, 0.568065, 0.120537, -0.354605, -0.748511, -0.970942, -0.970942, -0.748511, -0.354605, 0.120537, 0.568065, 0.885456, 
0.913942, 0.809255, 0.519178, 0.110164, -0.324088, -0.684095, -0.887384, -0.887384, -0.684095, -0.324088, 0.110164, 0.519178, 0.809255, 
0.670918, 0.594069, 0.381125, 0.080870, -0.237911, -0.502190, -0.651423, -0.651423, -0.502190, -0.237911, 0.080870, 0.381125, 0.594069, 
0.314951, 0.278875, 0.178913, 0.037963, -0.111683, -0.235744, -0.305799, -0.305799, -0.235744, -0.111683, 0.037963, 0.178913, 0.278875, 
], [0.000000, 0.146365, 0.259200, 0.312655, 0.294484, 0.208851, 0.075373, -0.075373, -0.208851, -0.294484, -0.312655, -0.259200, -0.146365, 
0.000000, 0.311791, 0.552155, 0.666027, 0.627320, 0.444901, 0.160561, -0.160561, -0.444901, -0.627320, -0.666027, -0.552155, -0.311791, 
0.000000, 0.424730, 0.752159, 0.907278, 0.854550, 0.606056, 0.218721, -0.218721, -0.606056, -0.854550, -0.907278, -0.752159, -0.424730, 
0.000000, 0.464723, 0.822984, 0.992709, 0.935016, 0.663123, 0.239316, -0.239316, -0.663123, -0.935016, -0.992709, -0.822984, -0.464723, 
0.000000, 0.424730, 0.752159, 0.907278, 0.854550, 0.606056, 0.218721, -0.218721, -0.606056, -0.854550, -0.907278, -0.752159, -0.424730, 
0.000000, 0.311791, 0.552155, 0.666027, 0.627320, 0.444901, 0.160561, -0.160561, -0.444901, -0.627320, -0.666027, -0.552155, -0.311791, 
0.000000, 0.146365, 0.259200, 0.312655, 0.294484, 0.208851, 0.075373, -0.075373, -0.208851, -0.294484, -0.312655, -0.259200, -0.146365, 
], [-0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, -0.949108, 
-0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, -0.741531, 
-0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, -0.405845, 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 0.405845, 
0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 0.741531, 
0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 0.949108, 
]

 Particle 2 charge data: 
[0.113804, 0.100801, 0.064766, 0.013948, -0.040013, -0.084750, -0.110013, -0.110013, -0.084750, -0.040013, 0.013948, 0.064766, 0.100801, 
0.241884, 0.214298, 0.137650, 0.029418, -0.085532, -0.180834, -0.234647, -0.234647, -0.180834, -0.085532, 0.029418, 0.137650, 0.214298, 
0.327846, 0.291236, 0.187365, 0.039980, -0.116609, -0.246429, -0.319732, -0.319732, -0.246429, -0.116608, 0.039980, 0.187365, 0.291236, 
0.356324, 0.318007, 0.204950, 0.043720, -0.127613, -0.269656, -0.349865, -0.349865, -0.269656, -0.127613, 0.043720, 0.204950, 0.318007, 
0.327846, 0.291236, 0.187365, 0.039980, -0.116609, -0.246429, -0.319732, -0.319732, -0.246429, -0.116608, 0.039980, 0.187365, 0.291236, 
0.241884, 0.214298, 0.137650, 0.029418, -0.085532, -0.180834, -0.234647, -0.234647, -0.180834, -0.085532, 0.029418, 0.137650, 0.214298, 
0.113804, 0.100801, 0.064766, 0.013948, -0.040013, -0.084750, -0.110013, -0.110013, -0.084750, -0.040013, 0.013948, 0.064766, 0.100801, 
]

.609059, 0.664234, 0.688350, 0.680280, 0.640401, 0.570577, 0.474073, 0.355403, 0.220114, 0.074533, -0.074533, -0.220114, -0.355403, -0.474073, -0.570577, -0.640401, -0.680280, -0.688350, -0.664234, -0.609059, -0.525405, -0.417184, -0.289455, -0.148192, 
0.000000, 0.113862, 0.222401, 0.320540, 0.403691, 0.467966, 0.510359, 0.528889, 0.522688, 0.492047, 0.438398, 0.364251, 0.273071, 0.169123, 0.057267, -0.057267, -0.169123, -0.273071, -0.364251, -0.438398, -0.492047, -0.522688, -0.528889, -0.510359, -0.467966, -0.403691, -0.320540, -0.222401, -0.113862, 
0.000000, 0.074938, 0.146371, 0.210961, 0.265686, 0.307988, 0.335889, 0.348084, 0.344003, 0.323837, 0.288528, 0.239729, 0.179720, 0.111307, 0.037690, -0.037690, -0.111307, -0.179720, -0.239729, -0.288528, -0.323837, -0.344003, -0.348084, -0.335889, -0.307988, -0.265686, -0.210961, -0.146371, -0.074938, 
0.000000, 0.033213, 0.064874, 0.093500, 0.117755, 0.136504, 0.148870, 0.154275, 0.152466, 0.143529, 0.127879, 0.106251, 0.079654, 0.049333, 0.016705, -0.016705, -0.049333, -0.079654, -0.106251, -0.127879, -0.143529, -0.152466, -0.154275, -0.148870, -0.136504, -0.117755, -0.093500, -0.064874, -0.033213, 
], [-0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, -0.987993, 
-0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, -0.937273, 
-0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, -0.848207, 
-0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, -0.724418, 
-0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, -0.570972, 
-0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, -0.394151, 
-0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, -0.201194, 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 0.201194, 
0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 0.394151, 
0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 0.570972, 
0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 0.724418, 
0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 0.848207, 
0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 0.937273, 
0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 0.987993, 
]

 Particle 1 charge data: 
[-0.036121, -0.035283, -0.032807, -0.028809, -0.023475, -0.017057, -0.009852, -0.002199, 0.005545, 0.013019, 0.019871, 0.025783, 0.030477, 0.033734, 0.035402, 0.035402, 0.033734, 0.030477, 0.025783, 0.019871, 0.013019, 0.005545, -0.002199, -0.009852, -0.017057, -0.023475, -0.028809, -0.032807, -0.035283, 
-0.081174, -0.079283, -0.073696, -0.064675, -0.052642, -0.038160, -0.021906, -0.004638, 0.012835, 0.029698, 0.045161, 0.058503, 0.069099, 0.076453, 0.080218, 0.080218, 0.076453, 0.069099, 0.058503, 0.045161, 0.029698, 0.012835, -0.004638, -0.021906, -0.038160, -0.052642, -0.064675, -0.073696, -0.079283, 
-0.123204, -0.120330, -0.111841, -0.098135, -0.079852, -0.057847, -0.033150, -0.006914, 0.019636, 0.045259, 0.068761, 0.089045, 0.105162, 0.116353, 0.122086, 0.122086, 0.116353, 0.105162, 0.089045, 0.068761, 0.045259, 0.019636, -0.006914, -0.033150, -0.057847, -0.079852, -0.098135, -0.111841, -0.120330, 
-0.160274, -0.156533, -0.145484, -0.127645, -0.103850, -0.075211, -0.043067, -0.008921, 0.025634, 0.058987, 0.089586, 0.116011, 0.137034, 0.151658, 0.159165, 0.159165, 0.151658, 0.137034, 0.116011, 0.089586, 0.058987, 0.025634, -0.008921, -0.043067, -0.075211, -0.103850, -0.127645, -0.145484, -0.156533, 
-0.190824, -0.186369, -0.173211, -0.151965, -0.123627, -0.089520, -0.051240, -0.010575, 0.030577, 0.070302, 0.106760, 0.138279, 0.163420, 0.180999, 0.190079, 0.190079, 0.180999, 0.163420, 0.138279, 0.106760, 0.070302, 0.030577, -0.010575, -0.051240, -0.089520, -0.123627, -0.151965, -0.173211, -0.186369, 
-0.213591, -0.208603, -0.193873, -0.170089, -0.138365, -0.100183, -0.057330, -0.011807, 0.034261, 0.078736, 0.119570, 0.154924, 0.183252, 0.203277, 0.213791, 0.213791, 0.203277, 0.183252, 0.154924, 0.119570, 0.078736, 0.034261, -0.011807, -0.057330, -0.100183, -0.138365, -0.170089, -0.193873, -0.208603, 
-0.227637, -0.222320, -0.206620, -0.181271, -0.147457, -0.106762, -0.061087, -0.012568, 0.036534, 0.083940, 0.127480, 0.165229, 0.195634, 0.217457, 0.229227, 0.229227, 0.217457, 0.195634, 0.165229, 0.127480, 0.083940, 0.036534, -0.012568, -0.061087, -0.106762, -0.147457, -0.181271, -0.206620, -0.222320, 
-0.232384, -0.226956, -0.210928, -0.185050, -0.150530, -0.108985, -0.062357, -0.012825, 0.037302, 0.085699, 0.130154, 0.168720, 0.199861, 0.222391, 0.234731, 0.234731, 0.222391, 0.199861, 0.168720, 0.130154, 0.085699, 0.037302, -0.012825, -0.062357, -0.108985, -0.150530, -0.185050, -0.210928, -0.226956, 
